,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
7681,backseat freestyle,kendrick lamar,0,3aGibUHhQyBsyumYHylw0K,0.546,0.651,1.0,-7.601,1.0,0.3,0.000739,0.0,0.235,0.646,77.878,212653.0,4.0
7682,river deep mountain high,ike & tina turner,0,19jo0UT2vqD4pNVfIqTy4R,0.621,0.972,8.0,-3.791,1.0,0.0724,0.468,0.000585,0.195,0.866,155.115,244160.0,4.0
7683,mind over matter,young the giant,0,5Az8KU81g2aLBbJN67F2CI,0.466,0.763,0.0,-4.448,1.0,0.0318,0.000501,0.0,0.0973,0.293,154.914,244693.0,4.0
7686,hair,little mix,0,4z0sS7hwnTZTRKZVahth6J,0.697,0.841,7.0,-4.339,1.0,0.0399,0.00857,4.41e-05,0.661,0.697,153.982,209280.0,4.0
7687,noah,haon,0,1snopndi7k1Y0c4KpWtjJa,0.757,0.947,9.0,-3.888,0.0,0.205,0.26,1.13e-06,0.096,0.684,116.023,224570.0,4.0
7688,freefall,19xx,0,4NBggVfZgoqIQkzCg0OHdI,0.581,0.504,11.0,-11.099,0.0,0.057,0.193,8.44e-06,0.583,0.273,130.013,169846.0,4.0
7689,flex (prod. by giriboy),giriboy,0,3tKtU9UOlNChXisFihGQ2G,0.871,0.786,7.0,-2.28,1.0,0.0846,0.177,0.0,0.0548,0.948,146.938,226198.0,4.0
7690,on my way 3,dok2,0,0TR2gCoj63qixWe1BFq0sx,0.711,0.913,11.0,-5.25,0.0,0.327,0.281,0.0,0.165,0.729,105.273,241693.0,4.0
7691,shy (feat. artinb),wooks,0,6B7eCjcJkPUV0wn7Jqc7V7,0.582,0.681,8.0,-5.364,0.0,0.441,0.434,0.0,0.0586,0.656,82.139,175500.0,4.0
7692,someone,double k,0,28ROH6us2ZPmHUbLP8up5J,0.648,0.623,7.0,-5.922,0.0,0.0683,0.533,0.0,0.158,0.533,104.0,206287.0,4.0
7694,keyboard (prod. by hansen),giriboy,0,6wKOfrZZqjuQehiUozPJ3C,0.685,0.697,11.0,-3.793,1.0,0.439,0.42,0.0,0.221,0.835,82.292,212454.0,4.0
7695,limelight,the quiett,0,5w8RGAqzAgXsrKjb7BFxle,0.645,0.293,7.0,-7.271,1.0,0.0329,0.798,0.651,0.108,0.612,108.491,198467.0,4.0
7696,knock knock,reddy,0,3FuYNUYR3mZv4wN3OZSDAE,0.682,0.712,6.0,-4.938,1.0,0.325,0.0879,0.0,0.0475,0.846,175.826,243080.0,4.0
7697,twenty,ovan,0,6l4gYZVXCJ9y2xRMOsMvaQ,0.697,0.846,0.0,-4.958,1.0,0.222,0.391,0.0,0.0864,0.542,110.912,228784.0,4.0
7698,drive thru,hangzoo,0,3vShWq2DZUhDfocY8WyUj7,0.609,0.622,1.0,-4.933,1.0,0.103,0.823,0.0,0.0999,0.574,135.119,215454.0,4.0
7699,"used (prod. by giriboy, misu)",giriboy,0,2ALellH3eGVFeHh2MtRcB9,0.865,0.722,1.0,-6.536,1.0,0.124,0.531,0.00913,0.0935,0.62,124.022,165818.0,4.0
7700,hola (feat. bumkey),yenjamin,0,2QxJg5NYOmYF4LtCubjWpO,0.775,0.92,11.0,-4.162,0.0,0.203,0.266,0.0,0.268,0.576,110.05,201662.0,4.0
7701,take me,bloo,0,7pQvB9HDKcO8kdVhoLfw9b,0.778,0.813,9.0,-4.183,0.0,0.124,0.0554,0.000749,0.127,0.69,144.959,184000.0,4.0
7702,sakura,leellamarz,0,0kxL3UCSpHCthHjM48DAuc,0.749,0.77,1.0,-7.338,0.0,0.0762,0.0236,0.000463,0.101,0.586,130.069,225231.0,4.0
7703,ready to listen,dok2,0,69he11bvV3fWsh16BoXqih,0.59,0.876,8.0,-3.647,0.0,0.196,0.0932,0.00483,0.398,0.363,101.036,203762.0,4.0
7704,igoholic,plt,0,1lIirCvdeX4opMgU7mC6W4,0.73,0.765,11.0,-3.817,0.0,0.121,0.0129,0.0,0.337,0.279,115.999,200797.0,4.0
7705,kimgookjin,myundo,0,52MzqVeMyklD4P34ITbmTn,0.834,0.81,1.0,-4.141,1.0,0.0592,0.266,0.00824,0.268,0.367,137.982,198261.0,4.0
7706,bucket list,asol,0,1u3CAWXhEdViNTGWS4UQDV,0.683,0.713,7.0,-4.692,1.0,0.272,0.404,0.0,0.355,0.577,169.98,235668.0,4.0
7707,odette,anonymous artists,0,5jMOs4D0z6wAWwHDguC9fm,0.87,0.519,7.0,-7.985,0.0,0.154,0.328,0.0,0.0975,0.741,129.914,186468.0,4.0
7708,ss,younghertz,0,3ENtKJp7OMQ9G19WX4EGgX,0.557,0.583,6.0,-7.082,1.0,0.0333,0.0031,0.0,0.18,0.522,135.998,240082.0,4.0
7709,artist. lutto - 왔다갔다 46분,anonymous artists,0,5XVIWqTR78IpP7SjfOpoPI,0.841,0.617,0.0,-5.69,0.0,0.22,0.723,0.0,0.102,0.63,89.963,189834.0,4.0
7710,peace (prod. by cosmic boy),giriboy,0,6srHgSGinLdhwZCJezlcNd,0.752,0.601,2.0,-4.255,1.0,0.446,0.758,0.0,0.123,0.457,93.574,237894.0,4.0
7712,streaming,kiggen,0,4qU5qDLzbj1bjDQD8ziWZj,0.6,0.872,9.0,-4.082,0.0,0.141,0.126,6.17e-06,0.539,0.403,100.002,204245.0,4.0
7714,safari,bradystreet,0,2ErI5o7dFrIi92P0gGewzO,0.54,0.519,0.0,-6.859,0.0,0.448,0.702,0.0,0.167,0.671,82.523,116711.0,4.0
7715,"karma (feat. verbal jint, the quiett, takeone, nucksal & bewhy)",babylon,0,6vWQxvLgo4Efpjz7l2OaCY,0.453,0.884,1.0,-4.475,1.0,0.286,0.106,0.0,0.17,0.434,180.672,267086.0,4.0
7716,pina colada,paloalto,0,3XnaYs0IuG2w4it2fS0uRD,0.813,0.775,1.0,-6.083,1.0,0.137,0.511,0.0,0.279,0.842,108.985,200675.0,4.0
7717,star,vinxen,0,6kbOu1oRTxRxRTBrGxIYzK,0.721,0.576,10.0,-5.181,0.0,0.117,0.611,0.0,0.105,0.563,81.988,240562.0,4.0
7718,miss u,ash b,0,5tDTLWvAMydZ72vZa0sAl2,0.782,0.466,9.0,-3.548,1.0,0.105,0.53,0.0,0.0861,0.454,70.997,219911.0,4.0
7719,blue,moti,0,6eHXpMh7tFl6QBx1xfkX0Q,0.58,0.743,10.0,-4.577,0.0,0.431,0.205,0.0,0.113,0.557,146.234,213229.0,4.0
7720,flex forever,the quiett,0,6jvr4hLUk5sDSuC5hyWZEq,0.682,0.868,9.0,-5.709,0.0,0.225,0.168,0.0,0.432,0.442,92.653,199784.0,4.0
7721,tropical fish (feat. hanhae),eluphant,0,3UrOoQ5nZDxOWqgBeX2JZb,0.742,0.785,5.0,-5.224,0.0,0.0901,0.165,0.0,0.268,0.852,133.927,205416.0,4.0
7722,terminal,austn,0,2dy184Xw5JAwEWj41ZJCJy,0.807,0.549,5.0,-8.946,0.0,0.245,0.856,0.0,0.106,0.631,90.025,184006.0,4.0
7723,bouncin',coogie,0,2Crngn070zoNqlVmebiue1,0.77,0.944,7.0,-2.697,0.0,0.0786,0.0979,0.0,0.0873,0.965,159.954,170620.0,4.0
7724,kitkat (prod. woogie),woodie gochild,0,33uDroYGg4ns0kwoPNi12M,0.855,0.582,0.0,-4.933,1.0,0.102,0.278,0.0,0.0495,0.907,75.01,193869.0,4.0
7725,zig tech (feat. kash bang),lolly,0,4GKQWNsNY4mPXiz9g4VevR,0.827,0.735,1.0,-5.793,1.0,0.29,0.393,0.0,0.203,0.596,115.97,219529.0,4.0
7726,talk,young kay,0,6nkDzDATbXqQRaKhEdwriI,0.599,0.54,1.0,-10.187,0.0,0.347,0.231,0.0,0.132,0.372,93.888,153990.0,4.0
7727,off,doshi,0,4YSbutadETJmJdjHesf3Qv,0.931,0.729,11.0,-3.963,0.0,0.126,0.339,0.0,0.0971,0.624,130.022,194526.0,4.0
7728,tree,jaedal,0,3CApUYAl4HQpP6iCb4MQE3,0.426,0.632,5.0,-9.067,1.0,0.331,0.649,8.68e-05,0.12,0.307,149.469,225750.0,4.0
7729,shot,leellamarz,0,5d85xOfdfPNcJEJdYznMiq,0.759,0.474,2.0,-10.748,0.0,0.158,0.661,0.0,0.131,0.353,135.939,214192.0,4.0
7730,ill logic,snacky chan,0,3hL5hC0sZP08Oa9rq1AVhN,0.637,0.913,2.0,-4.623,1.0,0.284,0.0695,0.0,0.157,0.795,89.783,183999.0,4.0
7731,holy god,changmo,0,6IlibQh9jNJQLaf9s49S92,0.678,0.694,9.0,-6.382,1.0,0.18,0.311,2.93e-05,0.346,0.443,128.097,139929.0,4.0
7732,emo hip ho;p,myundo,0,5cZH1A2PC9LSeIguc88DIX,0.695,0.794,11.0,-5.331,1.0,0.104,0.614,3.54e-05,0.116,0.597,165.999,185060.0,4.0
7733,moon,dex,0,4PgtDA18tOG8b2kdcXkfBe,0.717,0.432,10.0,-8.747,1.0,0.236,0.477,0.000504,0.0766,0.617,69.096,203910.0,4.0
7734,​앞자리,kozypop,0,1djH0BdVjBuAKoGBNrZLh3,0.486,0.753,9.0,-4.092,0.0,0.172,0.718,0.0,0.277,0.469,79.013,191739.0,4.0
7735,i like you,my q,0,4ooyyCOMOvU73W88bChvug,0.607,0.431,5.0,-7.779,1.0,0.0369,0.506,2.24e-06,0.174,0.209,164.048,240552.0,4.0
7736,welsh corgi 웰시코기,litol,0,0C0InXnuD1sHf6qaa8BFWa,0.805,0.884,2.0,-6.551,1.0,0.278,0.395,0.0,0.077,0.76,113.991,194737.0,4.0
7737,red light (prod. newmaze),gun,0,1uMD0cD4u40kptqLkUavW2,0.724,0.502,3.0,-7.85,0.0,0.196,0.644,0.0,0.106,0.358,99.993,235200.0,4.0
7738,sang from hong kong (feat. 김태균),sid frio,0,69uddqCMcDWqOxfoh2enuy,0.626,0.891,2.0,-2.904,1.0,0.337,0.199,0.0,0.12,0.328,87.547,202192.0,4.0
7739,hikicomori,wen,0,57ma8uG5b7nvK1ZjiZXH0f,0.889,0.748,6.0,-2.307,1.0,0.0769,0.298,1.72e-06,0.054,0.778,140.084,207160.0,4.0
7740,boogeyman,soma,0,78DtmaA5B8aeFLsf1IaXgS,0.767,0.716,0.0,-4.23,1.0,0.173,0.609,0.0,0.484,0.821,95.043,187750.0,4.0
7741,one plus one,somdef,0,2S3ffti8IkFh9Jsp9AFWdk,0.86,0.488,10.0,-5.829,1.0,0.231,0.254,0.0,0.0708,0.848,143.919,207897.0,4.0
7742,beg your pardon,masewonder,0,6Wdo1AeaGw2QIgC3MLvxzo,0.799,0.722,9.0,-5.786,1.0,0.284,0.271,7.49e-06,0.0487,0.5,100.05,196000.0,4.0
7743,red carpet (prod. boycold),jooheon (monsta x),0,0lPO44YcxYMkMX5tRjCKHC,0.78,0.741,5.0,-3.232,0.0,0.168,0.202,0.0,0.11,0.69,130.009,169242.0,4.0
7745,delhi,benini,0,0kOQbMMNEFobDa7L3qYe3N,0.954,0.639,10.0,-6.109,0.0,0.147,0.0748,0.00255,0.137,0.838,114.992,220435.0,4.0
7746,molla,leellamarz,0,5Z7JZu7jy0g0CndizWXC8e,0.735,0.537,2.0,-8.544,1.0,0.0448,0.215,0.0,0.114,0.494,139.988,237689.0,4.0
7747,gang move,chillin homie,0,1szAjXFqtcRkkeRBeozhfs,0.871,0.685,2.0,-4.873,1.0,0.129,0.0684,0.0,0.0898,0.255,125.04,234000.0,4.0
7748,mise en scène,billy carvin,0,1UH41t2Z1tTFlMQtaCwYxc,0.674,0.821,6.0,-4.547,0.0,0.335,0.0412,0.0,0.101,0.411,148.092,196159.0,4.0
7749,money can't,the quiett,0,0d9iC0uLsmEZiBO1t3sJhS,0.743,0.549,6.0,-9.177,0.0,0.0673,0.00182,1.35e-05,0.339,0.4,92.997,238994.0,4.0
7750,holy (feat. dive in purple),limbic,0,1hZuFOWfeRGA2xtstlWJ0u,0.614,0.864,8.0,-3.453,1.0,0.0932,0.136,3.15e-06,0.249,0.769,145.988,161995.0,4.0
7751,ble$$,mutang the $eoul kid,0,2l1GoC3Wka0JSm90BKvzQ9,0.789,0.609,0.0,-5.324,1.0,0.0436,0.612,0.0,0.166,0.791,140.064,184059.0,4.0
7752,rich & clear,omega sapien,0,604QKzcpSCfecmPBUMJ6ID,0.581,0.611,9.0,-6.56,0.0,0.409,0.035,0.0,0.0963,0.706,101.03,139307.0,3.0
7753,jacuzzi,toycoin,0,4owiztcYH5mF2IGAkpPD90,0.813,0.672,9.0,-7.005,0.0,0.295,0.378,0.0,0.269,0.892,120.063,211817.0,4.0
7754,youth gone wild (feat. mckdaddy),junehee bae,0,2jo3DnFz1wc8MdruJAfvqt,0.725,0.891,3.0,-5.067,0.0,0.0336,0.0352,0.000815,0.175,0.296,108.966,215917.0,4.0
7755,why don't u know?,juro the whitecanvas,0,5y79tuKWf9Kc106VaQHv0a,0.701,0.424,11.0,-10.709,1.0,0.212,0.811,0.0758,0.0903,0.134,123.59,186667.0,4.0
7756,game theory,dakshood,0,7C0up4PZHIpakltL59WyIj,0.774,0.775,1.0,-5.242,0.0,0.0779,0.0345,0.0,0.501,0.452,159.991,230784.0,4.0
7757,no xan,symba j,0,34gRJPbdyPph2fSI6b9OOd,0.611,0.808,0.0,-4.275,0.0,0.449,0.434,0.0,0.0834,0.28,130.164,195577.0,4.0
7758,shushushu,isle qim,0,5eR02yra9tiiaHEPvZ6DeS,0.665,0.33,3.0,-9.685,1.0,0.0785,0.116,0.0,0.0683,0.372,74.958,212017.0,4.0
7759,adorable,ravi,0,4gvQN9zRoFaflC2ng3MtLH,0.607,0.715,10.0,-4.741,1.0,0.2,0.392,0.0,0.375,0.741,179.982,209007.0,4.0
7760,day off,planetblack,0,2CVEMidsFuFyTn905XdOcQ,0.705,0.727,2.0,-5.341,1.0,0.11,0.761,0.0,0.0769,0.608,99.994,212000.0,4.0
7761,moon piece 달조각,rapper song,0,0dSgq9qXYbp6rPaaR4pk1w,0.733,0.839,6.0,-4.363,1.0,0.0622,0.0651,0.0,0.136,0.821,95.038,202478.0,4.0
7762,fall in love 잠겨,sleepy,0,2LpwxAC7mY6iMJRkZdCYNA,0.684,0.717,11.0,-4.246,1.0,0.11,0.139,0.0,0.275,0.921,89.99,209000.0,4.0
7763,days,plt,0,02cOJj9Ly2RVXd5npnRh8n,0.702,0.843,7.0,-4.06,0.0,0.106,0.0506,0.0,0.1,0.55,109.91,201639.0,4.0
7764,비상연락음,indego aid,0,6Lx9aktpEMFzo3TbcA4APs,0.501,0.872,8.0,-4.585,1.0,0.269,0.742,0.0,0.442,0.394,140.251,181286.0,4.0
7766,california butterfly,part time cooks,0,7jVprekbKqtc7GpqQH1T18,0.909,0.604,10.0,-5.653,0.0,0.424,0.214,0.0,0.0717,0.756,119.982,247500.0,4.0
7770,trigger,hd beatz,0,0bdbAps5zhkbPWU5MVLBuV,0.279,0.988,11.0,-12.99,0.0,0.103,0.208,0.842,0.26,0.0226,87.485,130000.0,3.0
7771,sugar (puff daehee mix),ugly duck,0,1ksszGiJh21Ds3h8UgUwYs,0.669,0.835,11.0,-4.839,0.0,0.336,0.223,0.0,0.0911,0.899,94.095,186575.0,4.0
7772,mi forma de ser (feat. ala jaza) - mambo version,farruko,0,3eL5jJwutVux7277wM5qzV,0.547,0.814,7.0,-6.409,1.0,0.0718,0.183,0.000129,0.181,0.747,146.742,290513.0,4.0
7773,bye bye,mozart la para,0,1CFICGHfnZH6tXVKIYtYJp,0.856,0.959,4.0,-0.511,0.0,0.0537,0.068,0.00144,0.504,0.955,120.052,196747.0,4.0
7774,dema ga ge gi go gu,el alfa,0,7xgRU6IXWSXaOgMeufGtVa,0.72,0.719,7.0,-5.144,1.0,0.116,0.123,1.24e-06,0.0972,0.423,174.932,389489.0,4.0
7776,en papel de regalo,lirico en la casa,0,67onFaW8i95edbn90nRo8d,0.822,0.896,6.0,-3.902,1.0,0.0566,0.158,0.137,0.0823,0.715,120.046,170444.0,4.0
7777,superman sin capa,el super nuevo,0,7enqOzlUkUH0M1tHYwRTYO,0.88,0.906,4.0,-1.461,0.0,0.0809,0.0992,1.26e-05,0.136,0.543,115.019,230258.0,4.0
7778,sientate en ese deo,el alfa,0,7no50s2we7Ap7UsvHtn6Px,0.883,0.828,0.0,-3.089,0.0,0.106,0.3,0.439,0.0867,0.433,116.01,221897.0,4.0
7779,soy peor - mambo remix,omega,0,2yZubhdV2MUK7JV1PRUDPA,0.821,0.825,0.0,-3.358,0.0,0.0523,0.24,0.000116,0.0562,0.924,130.743,224387.0,4.0
7781,pal de velitas,mark b.,0,49VExYllDYoDnJdxYVZl9u,0.653,0.921,3.0,-2.935,1.0,0.16,0.193,0.0,0.0725,0.903,189.993,384007.0,4.0
7782,llevo la vainita,don miguelo,0,1r7AXKQ0MQt3n65UYQ4XVF,0.832,0.927,1.0,-4.53,1.0,0.338,0.141,0.0,0.385,0.78,139.957,160637.0,4.0
7783,estamos bien,bad bunny,0,2OWVCFTolecLiGZPquvWvT,0.759,0.536,9.0,-6.663,0.0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080.0,4.0
7785,esa muchacha,kiko el presidente,0,6e64YZWafZke4rwrMLg4yP,0.521,0.825,0.0,-3.594,1.0,0.222,0.653,0.0,0.375,0.875,159.52,321134.0,4.0
7786,ta' buena,el prodigio,0,2zHFgOgtiH5X3Up92IltJi,0.704,0.769,11.0,-6.732,0.0,0.245,0.625,0.0655,0.0357,0.898,169.563,216733.0,4.0
7787,marianela,lirico en la casa,0,1xvnyke6EOVGi8jmFLDsTN,0.831,0.761,8.0,-6.944,1.0,0.0579,0.214,0.0219,0.0615,0.793,117.009,186723.0,4.0
7788,telacuti,lo blanquito,0,2uqPGoloSaqglIsJ6J1NIQ,0.882,0.715,6.0,-3.01,0.0,0.0954,0.408,0.0196,0.0847,0.896,97.997,187440.0,4.0
7790,tu amor fue diferente,david kada,0,2BZWUp8550ZuopEz9bs0QQ,0.747,0.896,8.0,-5.156,1.0,0.0387,0.123,0.00101,0.172,0.971,103.958,243733.0,4.0
7792,papa dios me dijo,"secreto ""el famoso biberon""",0,6E77ppZLfCPdrfbIK2KLI8,0.795,0.921,5.0,-3.762,0.0,0.26,0.0258,0.0,0.577,0.702,119.995,212840.0,4.0
7793,siga boyando,el alfa,0,3pfmXyxD0SzpVVMjK57x1r,0.629,0.883,1.0,-4.882,1.0,0.25,0.248,0.000179,0.329,0.6,134.641,250510.0,4.0
7794,tu maldita madre (tiradera a el lápiz conciente),shelow shaq,0,7214sQpmw7nAgTfE4D3vQt,0.888,0.834,10.0,-1.392,0.0,0.177,0.0819,0.0195,0.198,0.557,121.015,184827.0,4.0
7795,"tu si quieres, tu no quieres",omega,0,6zuYGVwWuowKN6omsNkmIS,0.806,0.9,6.0,-5.264,0.0,0.0789,0.217,0.0,0.223,0.807,112.02,268747.0,4.0
7796,ella eh!,crazy design,0,23iuxSWGOfiAhuIK6SjFoS,0.841,0.814,4.0,-4.909,0.0,0.0807,0.0173,0.0272,0.35,0.776,119.006,161347.0,4.0
7797,bella y sensual,romeo santos,0,0ERbK7qVqveCaBWIiYCrl3,0.635,0.713,11.0,-6.909,1.0,0.0937,0.228,0.0,0.0506,0.749,179.864,204701.0,4.0
7798,anoche soñe,"jose ""el calvo""",0,5IrEvccZXxgtKdHjysfTEe,0.708,0.825,10.0,-8.181,1.0,0.104,0.566,1.45e-05,0.539,0.958,81.524,263600.0,4.0
7799,con la careta de chuky,liro shaq,0,67RuxqmUvUzqJIt5YyjyQk,0.961,0.654,7.0,-7.372,0.0,0.119,0.306,0.0339,0.133,0.704,117.014,184660.0,4.0
7800,el pobre (remix) [feat. luis vargas],chiko swagg,0,10eKbJjkaBhN5qRFBR8PVD,0.762,0.831,6.0,-4.042,0.0,0.0299,0.407,0.0,0.171,0.961,135.019,236483.0,4.0
7801,no soy tu marido,el chaval,0,61sRQ0aKpQUb6KSEykkoMh,0.923,0.638,1.0,-4.781,0.0,0.0391,0.263,6.84e-05,0.0864,0.773,127.971,228089.0,4.0
7802,te burlaste,mozart la para,0,4SXXlbEruPanorj55S946c,0.809,0.845,8.0,-2.092,1.0,0.0447,0.222,0.00594,0.0535,0.597,148.063,214467.0,4.0
7803,pin pon,liro shaq,0,31TbxlC1DooqeAK547rnMD,0.904,0.85,1.0,-3.335,1.0,0.0525,0.0815,6.13e-05,0.0908,0.595,117.992,196702.0,4.0
7804,la llamada de mi ex,chiquito team band,0,3DsOQD00s3Z6Km4WvtMkJt,0.632,0.931,8.0,-4.031,1.0,0.038,0.704,9.24e-05,0.127,0.941,94.819,211867.0,4.0
7805,un hombre normal,yiyo sarante,0,4CgtK4uHzb9bZHgEDYgHEl,0.689,0.806,5.0,-4.811,1.0,0.0387,0.477,3.78e-05,0.13,0.937,90.998,271707.0,4.0
7806,tu sin mi,jehu el rey,0,0fpzGifEecoYpaSvsZUoPC,0.723,0.884,9.0,-4.003,0.0,0.0355,0.388,0.0,0.0864,0.902,91.002,244920.0,4.0
7807,muah,mark b.,0,4JOOh7dX5Slq6BM3hzJ7VA,0.707,0.842,11.0,-3.004,0.0,0.172,0.0355,6.99e-05,0.0793,0.733,101.984,209288.0,4.0
7808,el motorcito,lirico en la casa,0,1c89Peahzqvhcs9UtiT879,0.904,0.723,10.0,-7.841,1.0,0.115,0.0575,0.145,0.308,0.826,118.014,169293.0,4.0
7809,oh devil,electric guest,0,1kcfGBb6kSrGqNIMW7rAlB,0.903,0.532,7.0,-7.188,0.0,0.0593,0.122,0.0345,0.176,0.701,96.991,217587.0,4.0
7810,bad bitch (feat. ty dolla $ign),bebe rexha,0,4ZJPwET9Jrgpkqi4Vo3Yg8,0.656,0.615,5.0,-6.252,1.0,0.0539,0.0283,0.0,0.234,0.366,139.91,197253.0,4.0
7811,too soon,vanic,0,4lEQGE5sVAnx7sbDANs2Fu,0.843,0.592,5.0,-8.319,0.0,0.0535,0.176,6.67e-05,0.313,0.294,122.019,243524.0,4.0
7812,wasted youth (michael brun remix),fletcher,0,0m5HCOpIKSaidlHOzqZB4z,0.423,0.665,8.0,-6.335,0.0,0.0509,0.133,0.0,0.154,0.43,75.89,231387.0,4.0
7813,good news,ocean park standoff,0,1dXCXb006YbPSAajh6qhaF,0.602,0.793,9.0,-4.043,1.0,0.0767,0.172,0.0,0.069,0.283,90.093,188139.0,4.0
7814,the other,lauv,0,0EAzlhtMYxRb6wbi6KnPjC,0.38,0.553,7.0,-6.621,1.0,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,189333.0,4.0
7815,make daddy proud,blackbear,0,1V8c3uV6p7uTsfQof5oRXg,0.818,0.497,4.0,-7.249,0.0,0.0502,0.162,0.0,0.0645,0.814,102.042,208235.0,3.0
7816,love like we used to,captain cuts,0,5EITjsahjBbV3FjLOPzsfz,0.701,0.837,1.0,-5.231,0.0,0.0558,0.021,0.0,0.927,0.344,102.019,227057.0,4.0
7817,substitute,frnd,0,5KyXztmJrzUwccF59xw1os,0.662,0.559,7.0,-6.521,0.0,0.0748,0.529,0.00592,0.0657,0.726,176.113,233182.0,4.0
7818,i still wait for you,xylø,0,7kqCbVG93MnBnkRGiKWTPs,0.472,0.679,9.0,-6.089,0.0,0.163,0.0126,0.0,0.102,0.311,129.98,244940.0,4.0
7821,navigator,moonzz,0,1IUWIwZrxpyktrxGqI7FN7,0.553,0.842,3.0,-4.832,1.0,0.0916,0.252,7.17e-05,0.121,0.415,171.983,210784.0,4.0
7822,bored,billie eilish,0,04sN26COy28wTXYj3dMoiZ,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933.0,4.0
7823,weekend walking,birthday,0,5J7ZDpSv8W0taKUMi9Zupy,0.466,0.723,7.0,-9.16,1.0,0.0328,0.159,0.00294,0.0844,0.285,92.644,212230.0,4.0
7824,coldhearted,bryce fox,0,5u9GhIkVEUe6ATuvzxZC3e,0.283,0.655,9.0,-5.954,0.0,0.0699,0.0106,1.05e-06,0.0787,0.124,83.878,211720.0,4.0
7825,1000 nights,frenship,0,5fIq2ovEhDIyV5Hx1epC4c,0.594,0.709,6.0,-9.541,0.0,0.0377,0.0315,0.0562,0.0738,0.587,90.001,240293.0,4.0
7826,problems problems,frankie,0,4h6WC7k2vRI4lrjqDh5g9D,0.669,0.584,10.0,-5.497,1.0,0.0351,0.0378,0.0,0.0529,0.196,105.015,221063.0,4.0
7827,can't bring this down,bridgit mendler,0,3UMOLB07S0EebQU62xj2yf,0.668,0.61,0.0,-5.734,1.0,0.0862,0.11,0.0,0.175,0.28,119.998,216233.0,4.0
7828,speak in tongues,machineheart,0,63ycU2JYSjhNhuEMvIS6bm,0.6,0.78,0.0,-6.028,0.0,0.0326,0.0174,4.79e-05,0.23,0.741,113.999,233265.0,4.0
7829,dark side,phoebe ryan,0,0LkelFnnzJPC8dtZSZ9Og8,0.329,0.666,2.0,-5.853,0.0,0.118,0.0643,0.0,0.212,0.513,82.36,204600.0,4.0
7830,secrets (feat. sam fischer),opia,0,1925sglrKyg6wtFyMsF2au,0.645,0.567,5.0,-5.795,0.0,0.28,0.496,0.0,0.295,0.69,92.079,221282.0,4.0
7831,hallucinating,elohim,0,1zaxUa5xNNIz2O2y0Td7zr,0.773,0.766,9.0,-6.281,1.0,0.0452,0.114,0.00692,0.0997,0.662,107.012,218135.0,4.0
7832,cassie,chase atlantic,0,7J1dIWmxJoC0hhGFiFWy0s,0.618,0.73,5.0,-5.898,1.0,0.0645,0.172,0.0,0.112,0.285,107.936,210800.0,4.0
7833,electric (feat. khalid),alina baraz,0,2mj7x99sNUsVHPBRK51zlG,0.599,0.396,10.0,-10.489,0.0,0.0392,0.738,2.19e-05,0.102,0.134,111.072,246327.0,4.0
7834,confidently lost,sabrina claudio,0,3cQmqM0awej9iAESjhKrI9,0.666,0.39,5.0,-8.575,1.0,0.0838,0.272,9.39e-06,0.111,0.325,113.866,209885.0,4.0
7836,don't stay away (feat. naations),king henry,0,2FlUBiGa1DhDZbroUa0Vb3,0.782,0.591,9.0,-7.716,0.0,0.039,0.0275,0.000813,0.424,0.642,125.932,146484.0,4.0
7837,hate to tell you,katelyn tarver,0,6I4F0PuDc3kcj2Pwwyeyje,0.779,0.624,0.0,-6.031,0.0,0.0406,0.0294,1.24e-06,0.244,0.601,119.051,169427.0,4.0
7838,hold us together,wild,0,0LkWVOmVZySN7f4miVBKGy,0.449,0.824,0.0,-5.281,1.0,0.0654,0.0211,0.0,0.13,0.449,145.145,221333.0,4.0
7839,tribulation,matt maeson,0,15lxyyfUIcs7Ztuilbl01M,0.428,0.664,1.0,-6.769,1.0,0.121,0.0836,0.0,0.0901,0.345,155.125,190400.0,4.0
7840,imagination,saint mesa,0,1BevDaXPEDYfNFTcdu5rfp,0.594,0.832,2.0,-6.01,1.0,0.0339,0.0132,8.45e-05,0.326,0.551,110.996,214840.0,4.0
7841,joan of arc,ricky reed,0,0WV4nwEWOsQy0vkyK9uGxq,0.644,0.831,0.0,-3.368,0.0,0.158,0.189,0.00105,0.439,0.7,105.009,235245.0,4.0
7842,know no better,jarami,0,03r78ioj3w0rX7Db7sLUVq,0.675,0.694,6.0,-6.064,1.0,0.39,0.406,0.0,0.106,0.719,106.939,238053.0,4.0
7843,legend,the score,0,3SWqGa1J0M7hSBUDM0KePD,0.602,0.757,2.0,-3.341,1.0,0.028,0.0139,8.85e-05,0.0727,0.462,82.009,189120.0,4.0
7844,gravity,timeflies,0,4eCe46kZbdcdHeWhjZww8I,0.68,0.666,10.0,-5.698,1.0,0.0441,0.0217,0.0,0.125,0.501,74.0,214787.0,4.0
