,Song,Artist,Billboard100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
7515,mystery of love (from the original motion picture “call me by your name”),sufjan stevens,0,0oTtnnedK0C4unALxVTPhz,0.365,0.273,4.0,-16.526,0.0,0.038,0.94,0.431,0.109,0.238,132.285,248965.0,5.0
7516,take your records home,mipso,0,5AFQDxw3cN0whBaFmQnEb4,0.493,0.185,6.0,-12.334,1.0,0.0295,0.941,3.24e-05,0.116,0.276,131.527,176653.0,4.0
7517,where we start,vance joy,0,6KxtHlxcVPyusnlLjC7jdG,0.662,0.384,2.0,-6.198,1.0,0.0288,0.882,6.38e-05,0.122,0.186,120.117,200067.0,4.0
7519,dream in blue,the stray birds,0,1Bx9I2NyzUpTfmpAQ4BSsR,0.45,0.324,2.0,-11.234,1.0,0.037,0.71,0.000679,0.176,0.354,179.133,212027.0,4.0
7520,tell that devil (acoustic version),jill andrews,0,5lLFQyUsdHB6dkg5UWjBCP,0.414,0.12,9.0,-10.898,1.0,0.0312,0.939,6.75e-06,0.107,0.15,146.274,185625.0,4.0
7521,big black car,gregory alan isakov,0,3Kj2EWpIBnvETsYq4cq0IH,0.572,0.183,3.0,-16.069,1.0,0.0323,0.897,0.00275,0.103,0.404,110.029,217467.0,4.0
7522,real peach - recorded at spotify studios nyc,henry jamison,0,2eIYmspGt58UeXPNUsp1oW,0.379,0.194,9.0,-12.644,1.0,0.0438,0.901,1.19e-05,0.139,0.436,170.097,195851.0,4.0
7523,letter to lady j,dispatch,0,7w8A5XvLWLVmeaVZIwa7Cn,0.509,0.716,4.0,-7.145,1.0,0.0504,0.221,7.39e-06,0.402,0.333,132.096,255192.0,4.0
7524,first defeat,noah gundersen,0,57FqmzNGTziRPCyuqaUrHo,0.519,0.214,5.0,-11.243,1.0,0.0298,0.858,0.0021,0.118,0.229,144.411,243773.0,4.0
7526,mango tree,angus & julia stone,0,4itQ8GzGkz1Kf267tQwg4v,0.592,0.426,2.0,-15.107,0.0,0.0305,0.832,0.0908,0.115,0.285,107.747,225667.0,4.0
7527,shiver,lucy rose,0,1ODA4mZMaoBzT1TbPBW8B1,0.423,0.183,9.0,-13.517,1.0,0.0344,0.715,4.25e-05,0.104,0.142,122.341,233013.0,3.0
7528,mexico,the staves,0,6x7oPOBrfsqx9WbON5X1go,0.558,0.117,5.0,-16.958,1.0,0.0345,0.964,0.000686,0.0847,0.174,131.847,246414.0,4.0
7529,feathers,isobel anderson,0,3QWZ2jViafoN9OBHI7vQoI,0.521,0.194,2.0,-14.412,1.0,0.0457,0.929,0.0,0.0931,0.324,115.392,138052.0,4.0
7530,follow my voice,julie byrne,0,7pT3faDXSC5tNAlIKmtrYf,0.408,0.0811,2.0,-14.655,1.0,0.0402,0.959,4.38e-05,0.133,0.177,111.263,242387.0,5.0
7531,tidal wave - acoustic,old sea brigade,0,6dTLGUU6eeMD9tu8PwPWn8,0.646,0.288,4.0,-15.797,1.0,0.032,0.935,0.0012,0.16,0.337,106.927,155050.0,4.0
7532,tugboats,the brother brothers,0,0o7UJe1SQW8kAPNSGU6FVY,0.5,0.201,2.0,-6.838,1.0,0.0335,0.787,0.0,0.184,0.436,119.718,227152.0,3.0
7533,i am california,john craigie,0,27ytYULTu6QSZBhGaOKq9i,0.455,0.172,3.0,-10.265,1.0,0.0307,0.236,0.0013,0.102,0.189,118.161,313079.0,3.0
7534,i'll keep you,robby hecht,0,753h0atsE418iQyz7Jbtci,0.511,0.145,10.0,-9.827,1.0,0.0335,0.934,2.64e-06,0.123,0.547,128.138,157175.0,4.0
7535,uh huh - acoustic,jade bird,0,24ljGS95D0FdAnIeT3AWBx,0.5,0.433,4.0,-6.861,1.0,0.0349,0.605,0.0,0.142,0.308,97.164,171971.0,4.0
7537,vedauwoo,lowland hum,0,7f34NzgqC100aAxrtwurEi,0.643,0.213,3.0,-15.584,1.0,0.0324,0.891,0.00138,0.211,0.12,137.709,159102.0,1.0
7538,youth,daughter,0,4AmcmraFjVzFb9SQDNTRyl,0.4,0.525,0.0,-11.294,1.0,0.0435,0.887,0.00543,0.117,0.408,146.977,253013.0,4.0
7539,echo - recorded at spotify studios nyc,mandolin orange,0,2e9FxyGISHtOxXdKHTw8QP,0.512,0.368,7.0,-12.328,1.0,0.0425,0.958,0.0157,0.0613,0.612,181.676,211689.0,4.0
7540,right down the line,lucius,0,2aU77iuoOElIJyXl0YoI9O,0.802,0.354,1.0,-8.091,0.0,0.034,0.822,2.57e-06,0.114,0.418,119.972,235872.0,4.0
7541,work song,hozier,0,5TgEJ62DOzBpGxZ7WRsrqb,0.531,0.363,10.0,-7.672,1.0,0.0608,0.749,0.0,0.112,0.259,121.412,229720.0,4.0
7542,nothing arrived - live from spotify london,villagers,0,0TQ8ZHFhrbH9I0WRjIzOCQ,0.579,0.415,7.0,-11.599,1.0,0.0397,0.929,0.0018,0.671,0.42,102.713,219093.0,4.0
7543,turn the skies of blue on,fionn regan,0,2sPs3jx1I2IcJczysRAi5e,0.447,0.294,0.0,-19.696,1.0,0.0329,0.818,0.824,0.147,0.442,204.085,129591.0,4.0
7544,chapel of pines,waxahatchee,0,68eBLGU3zMtAqNhNxn1ELY,0.335,0.0392,4.0,-14.5,1.0,0.0412,0.967,0.0042,0.0952,0.356,183.817,225000.0,4.0
7545,imagining my man,aldous harding,0,4Mj6K0nOrLJjUckP2tJFU9,0.575,0.182,0.0,-13.993,1.0,0.028,0.965,0.0139,0.114,0.287,98.062,351310.0,4.0
7546,the rains,henry jamison,0,2I5mhy8zeIIMWgOFny4Fle,0.69,0.399,6.0,-10.906,1.0,0.0281,0.648,0.0168,0.0704,0.432,117.029,211795.0,4.0
7547,call the days,nadia reid,0,55UTk4jy0ep5B3zLoGcaTc,0.426,0.294,2.0,-11.835,1.0,0.0312,0.596,0.00131,0.132,0.141,75.228,212817.0,4.0
7548,whisper in her ear,the milk carton kids,0,5YuHMfznSrE6qsKGQzcAnO,0.586,0.208,5.0,-15.224,1.0,0.0343,0.947,0.0177,0.133,0.451,90.574,244520.0,4.0
7549,old soul - acoustic,hudson taylor,0,6mbb23kuCxOCIBUVpZxsgx,0.296,0.249,2.0,-12.876,1.0,0.0283,0.348,7.41e-05,0.152,0.303,141.198,282659.0,4.0
7550,it'll work itself out,donovan woods,0,1WvRxjDesc8qkTwYQO55gI,0.625,0.432,5.0,-12.19,1.0,0.0313,0.108,0.00304,0.0995,0.538,98.002,182806.0,4.0
7551,build me up from bones,sarah jarosz,0,1I9dSqB5XSdwOfn9M8zpRg,0.515,0.286,5.0,-11.776,1.0,0.0378,0.862,6.9e-05,0.106,0.284,115.076,216173.0,4.0
7552,all the pretty girls,kaleo,0,0QQIhT6PtJ5glyn4HKNKQ6,0.466,0.496,1.0,-6.606,1.0,0.0302,0.626,6.22e-06,0.117,0.352,74.747,269893.0,4.0
7554,home ft. walk the moon,morgxn,0,1Wm8n5eQpDaOk2eQjf8ENd,0.665,0.709,11.0,-3.643,1.0,0.037,0.0371,0.0,0.323,0.841,100.001,205049.0,4.0
7555,golden,parade of lights,0,4Hqlo1XhohWyonvWJ2U3Mn,0.477,0.829,9.0,-5.057,1.0,0.144,0.0005,0.0,0.558,0.626,100.0,184567.0,4.0
7556,fred astaire,jukebox the ghost,0,6JgXQTdqLL1xS5qfqOGVNb,0.605,0.71,11.0,-4.75,1.0,0.0753,0.0244,3.72e-05,0.309,0.691,110.171,219000.0,4.0
7557,too late,half the animal,0,5gGlNj9R3q1bOi9fWUX4fv,0.416,0.948,2.0,-4.853,1.0,0.129,0.000386,0.0,0.108,0.562,160.06,187496.0,4.0
7558,cry out for me,dreamers,0,6ktLXrudYZ8PjQvu2Ncoth,0.627,0.776,7.0,-3.52,1.0,0.0253,0.000299,5.02e-05,0.498,0.686,130.003,194293.0,4.0
7559,not too late,moon taxi,0,0ig4lxtPqcFTUopvk57nQy,0.657,0.693,0.0,-5.323,1.0,0.0332,0.0864,9.22e-05,0.137,0.271,120.041,195827.0,4.0
7560,electrified,just loud,0,5rYcKq7mpdhmGj3Z6WzhMa,0.732,0.732,11.0,-3.145,0.0,0.0291,0.0722,1.51e-05,0.0822,0.874,115.008,211800.0,4.0
7561,jump with me,stal,0,2bhasjavv1tokxnpvTcqoC,0.547,0.698,0.0,-7.369,1.0,0.0301,0.00179,0.00428,0.127,0.226,99.993,197166.0,4.0
7562,you could have been the one,coasts,0,2kHps71ssELNoibannedNM,0.499,0.879,11.0,-5.566,1.0,0.0567,0.0104,0.0,0.0887,0.493,122.091,255738.0,4.0
7564,preacher man,the driver era,0,25lrlvqhBed81hejnUIP5P,0.689,0.947,1.0,-3.926,1.0,0.0897,0.00209,0.0,0.228,0.393,119.993,219390.0,4.0
7565,stumblin' home,smallpools,0,01oyRIMjNlMSN00ETiVduQ,0.672,0.836,11.0,-3.959,1.0,0.071,0.0793,0.000379,0.0891,0.781,104.068,179857.0,4.0
7566,new religion,the heydaze,0,4DZghpw50ZnO3ckfDuNkft,0.537,0.863,7.0,-4.46,1.0,0.0446,0.00201,0.0,0.201,0.484,97.02,203587.0,4.0
7567,turn,the wombats,0,5qBqBdfTEIWJwAS0Jm2F5R,0.452,0.818,2.0,-8.124,1.0,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360.0,4.0
7568,fire alarm,castlecomer,0,7IhXIYTj3JnqoyXWut3jFF,0.513,0.924,9.0,-4.574,1.0,0.0503,0.000151,0.0203,0.303,0.52,145.01,237453.0,4.0
7569,carried away,overstreet,0,670iB5TOAt9dGjyPFXUUiu,0.636,0.98,11.0,-2.222,0.0,0.0476,0.019,2.37e-06,0.0905,0.96,129.996,196720.0,4.0
7570,lies,culture wars,0,69L4OE9RDpoRSBbp9K1vJq,0.517,0.731,2.0,-3.634,1.0,0.0329,7.05e-05,5.7e-05,0.0922,0.438,95.039,202303.0,4.0
7571,pictures of girls,wallows,0,415dK4glwDO7fXxYg3np8B,0.443,0.819,6.0,-5.502,1.0,0.0322,0.000248,0.00759,0.0802,0.494,154.958,204667.0,4.0
7572,hometown,mainland,0,66UylTxzOOjnl7o2Bj5JkG,0.598,0.759,4.0,-7.719,1.0,0.0501,0.045,0.00028,0.131,0.473,102.684,209427.0,4.0
7573,tidal waves,parade of lights,0,19oPAOgkxvVF0dEVuhnXUQ,0.442,0.907,0.0,-3.862,1.0,0.0542,1.05e-05,8.11e-05,0.299,0.413,74.99,179050.0,4.0
7574,american gods,onr,0,2S9VWK6M5pOtHRJP2K5Ane,0.506,0.836,10.0,-4.541,1.0,0.0608,0.0117,1.91e-06,0.077,0.619,155.041,203079.0,4.0
7575,this party,houndmouth,0,7isDQC5HH4ev21Ma6L8UGg,0.608,0.788,5.0,-7.891,1.0,0.0458,0.133,0.155,0.412,0.556,118.026,193939.0,4.0
7576,do it like you do,kawala,0,69LmDU9Ykb2ffpDDisnf1w,0.653,0.893,8.0,-7.654,0.0,0.0562,0.241,0.000778,0.159,0.696,123.994,199275.0,4.0
7577,miss you like hell,nightly,0,3dAz60DDFTKXjLl3BFLdZT,0.418,0.922,7.0,-4.595,1.0,0.122,0.000567,0.0,0.122,0.238,94.927,189181.0,4.0
7578,wild,royal teeth,0,62tW8h5l2UrgqvdbhZaXL1,0.562,0.925,8.0,-5.927,1.0,0.0493,0.000456,4.06e-05,0.108,0.766,112.004,274227.0,4.0
7579,window,magic giant,0,2TV9fAIDDJ3dMwJCj1a5pc,0.401,0.723,5.0,-5.549,1.0,0.0408,0.00956,4.76e-05,0.0444,0.781,116.023,209613.0,4.0
7580,2 heads,coleman hell,0,3bi8yEuK44vLcbjHkPH0u1,0.733,0.565,0.0,-8.515,1.0,0.0367,0.0621,0.000324,0.104,0.35,120.006,213707.0,4.0
7581,rely,flor,0,2lfoxGdWxgwlKwVabSlwcW,0.496,0.835,0.0,-4.551,1.0,0.0536,0.00129,0.108,0.153,0.166,132.932,215323.0,4.0
7582,stockholm,atlas genius,0,7tKnaB8gsXxyPScxEwzQ9N,0.568,0.746,7.0,-5.437,1.0,0.0462,0.0054,0.0,0.162,0.409,125.04,191640.0,4.0
7583,stand up tragedy,the fratellis,0,2tGSIjqZ23cTR4fYTc1MbX,0.592,0.901,2.0,-4.004,1.0,0.0349,0.00151,2.11e-05,0.351,0.836,105.064,225318.0,4.0
7584,adderall,max frost,0,4Xx0J00u90QvnG3rwz4Itp,0.681,0.891,6.0,-4.28,1.0,0.0408,0.000672,1.07e-06,0.0631,0.556,100.008,218025.0,4.0
7585,red hot lights,moon taxi,0,0xmtSOofR05Lu0ggb5lZ7X,0.603,0.865,8.0,-3.02,0.0,0.0383,0.00986,0.0005,0.109,0.546,122.984,210907.0,4.0
7586,love is mystical,cold war kids,0,12pdXFcruNcPUbZypKUDgz,0.572,0.864,7.0,-5.099,0.0,0.0395,0.006,8.06e-06,0.217,0.667,106.018,214360.0,4.0
7587,high and low,empire of the sun,0,2Q7PDjPz7h559wBF97lO07,0.512,0.768,1.0,-4.673,1.0,0.045,0.0213,3.2e-06,0.0918,0.322,126.907,224840.0,4.0
7588,don't take the money,bleachers,0,3ySU5vwQB33iGulwcUL9qQ,0.63,0.884,1.0,-5.674,1.0,0.0406,0.000397,1.37e-06,0.206,0.289,110.07,215547.0,4.0
7589,routine,pop etc,0,3FYdV1EBv5PDyQy9630ntq,0.578,0.908,1.0,-5.353,1.0,0.0412,0.002,0.00342,0.0888,0.77,152.013,197467.0,4.0
7590,passenger side,smallpools,0,3reay7NBijCy7n8xVLpDL8,0.585,0.801,11.0,-5.406,0.0,0.0995,0.00601,8.2e-05,0.0865,0.283,101.987,221747.0,4.0
7591,talk too much,coin,0,4djIFfof5TpbSGRZUpsTXq,0.598,0.888,4.0,-5.119,1.0,0.0807,0.00947,0.0,0.347,0.482,103.966,187133.0,4.0
7592,rust to gold,council,0,3QA66YGqHvdSthvEAhGmMH,0.673,0.748,9.0,-6.336,1.0,0.0309,0.00369,1.48e-05,0.051,0.16,106.968,226089.0,4.0
7593,someone to you,banners,0,14BH4qO7pgCmIe6mgLKOK3,0.46,0.928,2.0,-3.683,1.0,0.0451,0.00595,0.0,0.24,0.684,75.05,219800.0,4.0
7594,i wanna get better,bleachers,0,1BwhFXqoIsePt21WyWIttb,0.446,0.915,9.0,-6.221,1.0,0.141,0.00281,3.87e-05,0.218,0.398,190.013,204520.0,4.0
7595,i wanna go out,american authors,0,2NV0GkB2xbAQVjeEYbDXUS,0.58,0.903,7.0,-4.315,1.0,0.103,0.051,8.84e-06,0.423,0.618,105.992,186000.0,4.0
7596,hollywood,cherry pools,0,6LL3WhXLC9EYaicAGZ3nx8,0.605,0.967,8.0,-2.78,1.0,0.0653,0.00135,2.79e-06,0.234,0.733,110.003,180600.0,4.0
7597,sweet disaster,dreamers,0,7bEDDsy2LFC0KSqhZp5nPE,0.518,0.791,0.0,-2.407,1.0,0.0316,0.00877,0.0,0.0769,0.434,87.028,205173.0,4.0
7598,gimme twice,the royal concept,0,3DUBhiM44zetJNERX0n8Nk,0.409,0.951,11.0,-3.487,1.0,0.157,0.000306,8.11e-06,0.314,0.523,155.967,204227.0,4.0
7599,painkiller,dreamers,0,15BsrefgYpMgu1ZCIr8EJw,0.583,0.926,0.0,-3.296,1.0,0.0318,0.00298,0.00101,0.121,0.2,99.988,202627.0,4.0
7601,something here,day wave,0,4d2jmClFslZKu3lbDFKgez,0.432,0.901,10.0,-8.287,1.0,0.0322,0.00311,0.877,0.102,0.636,144.916,245387.0,4.0
7602,wallflowers,the chain gang of 1974,0,1jlYZtPqHOb8zueJ6X9QEO,0.543,0.833,2.0,-4.496,1.0,0.0289,0.000564,2.93e-05,0.274,0.303,92.002,235573.0,4.0
7603,all i need,cape cub,0,4czpEXvi98cAW9Jktj3fg7,0.527,0.881,0.0,-6.227,1.0,0.0459,0.00841,0.00132,0.3,0.463,135.055,224918.0,4.0
7604,hurt like hell,the heydaze,0,296TKunfRnpbT65BjC4LPi,0.598,0.791,2.0,-4.903,1.0,0.0643,0.00224,1.22e-05,0.11,0.271,98.055,197955.0,4.0
7605,pretty way to fight,knox hamilton,0,6FI9HEkxiYljt06KHdmpKE,0.525,0.893,1.0,-4.776,1.0,0.0665,0.00725,0.0576,0.219,0.336,153.996,203667.0,4.0
7606,flame,sundara karma,0,2yf63OXOJ7F7dYz9UbwlBB,0.528,0.855,7.0,-4.641,1.0,0.051,0.00113,0.0,0.281,0.206,100.042,227367.0,4.0
7607,doses & mimosas,cherub,0,44CZRkOxv7UItaAUmh8PgN,0.775,0.655,5.0,-7.333,1.0,0.102,0.114,0.00016,0.035,0.346,114.503,323253.0,4.0
7608,mixtape 2003,the academic,0,4TICpB1Y6C8b6EK2Ga275x,0.291,0.923,9.0,-4.127,1.0,0.0822,1.11e-05,0.338,0.363,0.323,167.072,204453.0,4.0
7609,falling down - edit,this wild life,0,6jRNplNtd8xT0sc4iUJyW5,0.437,0.773,2.0,-4.095,0.0,0.0373,0.0356,1.64e-05,0.19,0.432,92.503,191861.0,4.0
7610,permission slip,mainland,0,5lmX9ai11jjsabltxj32kb,0.485,0.909,9.0,-6.08,1.0,0.0571,0.00104,0.0,0.17,0.822,150.087,209920.0,4.0
7611,million bucks,smallpools,0,6Hx7kdHB9kGdxnw2EwSx2V,0.608,0.865,1.0,-3.961,0.0,0.0451,0.00602,0.0,0.127,0.568,100.026,239893.0,4.0
7612,my heart's always yours,arkells,0,3SLdLEQ8xz6limRM51RpZ3,0.554,0.752,0.0,-8.086,1.0,0.0313,5.3e-05,0.237,0.104,0.385,118.95,253602.0,4.0
7613,tonight you're perfect,new politics,0,3ym8RPF4EQPqtW0v8G44BT,0.583,0.719,6.0,-5.643,1.0,0.035,0.00184,0.0356,0.0919,0.299,123.999,202107.0,4.0
7614,got to my head,waters,0,3HmHQjjApe21DIncYhKIg7,0.523,0.735,8.0,-5.491,1.0,0.048,0.0151,5.43e-05,0.0665,0.522,114.883,187667.0,4.0
7615,heart out,the 1975,0,424ml6U1wmEarzw26uDtCS,0.705,0.83,2.0,-4.918,1.0,0.0274,0.00814,0.00135,0.0762,0.885,118.446,202296.0,4.0
7616,apple pie,rafferty,0,7x7WyzZjrXd1oruLCcTnhw,0.633,0.925,5.0,-4.767,0.0,0.0976,0.017,0.000149,0.0889,0.472,117.049,179447.0,4.0
7617,favorite liar,the wrecks,0,1scwknKtBQpreYy6MSoJqJ,0.64,0.722,9.0,-3.489,1.0,0.0351,0.0196,1.27e-05,0.128,0.317,119.916,242307.0,4.0
7618,little secrets,passion pit,0,3kb38wezoUA8ki5jPYy3t5,0.597,0.786,5.0,-4.248,1.0,0.0419,0.00345,0.0,0.0909,0.666,99.888,238973.0,4.0
7619,summer sound,romes,0,0n5M23g9jUnTrNug9b7bC5,0.593,0.875,7.0,-5.801,1.0,0.0303,0.00158,0.0,0.0354,0.686,110.002,231444.0,4.0
7620,ceasefire,judas,0,3Te0NUMofZVs1KHQgrqXVe,0.571,0.855,4.0,-4.622,1.0,0.0866,0.00417,0.0,0.0938,0.775,136.048,183966.0,4.0
7621,fake happy - edit,paramore,0,3PPgJlgCbwTP14BvcsQjYR,0.741,0.829,7.0,-2.417,1.0,0.0369,0.113,0.0,0.0857,0.701,98.516,196663.0,4.0
7622,the heart of me,miike snow,0,4MBTPJod6j1k2mPbPaPFfH,0.58,0.832,5.0,-3.934,1.0,0.0313,0.208,0.00103,0.299,0.558,101.972,239880.0,4.0
7623,fangs,night riots,0,618DIJLSOg5ffmXaFFRsnv,0.522,0.853,7.0,-3.727,1.0,0.0393,0.0062,3.21e-05,0.11,0.464,144.917,215462.0,4.0
7625,i’ll make it up to you,imagine dragons,0,0FfX0nofboxZjP0diT1eFv,0.328,0.674,7.0,-7.488,1.0,0.105,0.00767,0.0398,0.29,0.129,177.007,262600.0,3.0
7626,the outfield,the night game,0,0H188Mi13wkwwwUvczPdmC,0.683,0.671,2.0,-3.838,1.0,0.0365,0.137,0.0,0.134,0.665,131.959,232307.0,4.0
7627,washed up together,knox hamilton,0,394fSwicFotuONejRw2qRH,0.328,0.919,2.0,-2.166,1.0,0.1,0.0859,0.0,0.324,0.511,99.312,178013.0,4.0
7628,rebel heart,the shelters,0,3Pc4BTWoH6x0PmeGfQzn5a,0.392,0.884,0.0,-3.374,1.0,0.0385,0.00132,6.79e-05,0.35,0.508,169.123,238924.0,4.0
7630,black skinhead,kanye west,0,722tgOgdIbNe3BEyLnejw4,0.766,0.821,1.0,-6.124,1.0,0.268,0.00112,0.0,0.168,0.299,130.073,188013.0,4.0
7631,let's go (feat. big d & twista),trick daddy,0,1fLibtVj3MrNTwRZq5yUOs,0.748,0.767,11.0,-7.806,0.0,0.172,0.0267,0.0,0.334,0.519,133.929,222200.0,4.0
7632,push it,ishi,0,69yQEJVFuFYNOtJmIu5XPk,0.635,0.773,7.0,-5.649,1.0,0.169,0.0131,0.0502,0.0932,0.201,174.992,229320.0,4.0
7633,i'm shipping up to boston,dropkick murphys,0,7rSERmjAT38lC5QhJ8hnQc,0.452,0.928,2.0,-3.133,1.0,0.079,0.000706,0.000637,0.226,0.6,129.188,153600.0,4.0
7634,enter sandman,metallica,0,5BIMPccDwShpXq784RJlJp,0.579,0.824,6.0,-8.71,0.0,0.03,0.00206,0.00903,0.059,0.635,123.331,331573.0,4.0
7636,song 2,blur,0,1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8.0,-6.903,1.0,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160.0,4.0
7637,remember the name (feat. styles of beyond),fort minor,0,6ndmKwWqMozN2tcZqzCX4K,0.688,0.835,8.0,-4.162,1.0,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493.0,4.0
7638,killing in the name,rage against the machine,0,59WN2psjkt1tyaxjspN8fp,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,313573.0,4.0
7639,the beast,tech n9ne,0,2ZaWL12apL7wmNPuJMlny4,0.703,0.909,5.0,-4.205,0.0,0.46,0.287,0.0,0.401,0.777,204.208,219573.0,4.0
7642,'till i collapse,eminem,0,4xkOaSrkexMciUUogZKVTS,0.548,0.847,1.0,-3.237,1.0,0.186,0.0622,0.0,0.0816,0.1,171.447,297787.0,4.0
7643,club foot,kasabian,0,6C0xucNj75wRdlejwWIEW1,0.237,0.919,0.0,-6.893,1.0,0.0814,0.0257,2.31e-05,0.0914,0.123,101.758,214373.0,4.0
7644,"kernkraft 400 - dj gius mix, radio edit",zombie nation,0,7g8cjrj0sXScNE727685JE,0.714,0.528,6.0,-8.789,1.0,0.0692,0.00415,0.854,0.0819,0.297,139.983,207267.0,4.0
7646,i see you baby - fatboy slim radio edit,groove armada,0,2Aq0emyh00qcd7eoU6Qo6g,0.582,0.971,3.0,-5.572,0.0,0.154,0.00437,0.00295,0.171,0.655,130.013,210120.0,4.0
7647,"all i do is win - feat. t-pain, ludacris, snoop dogg & rick ross",dj khaled,0,0RIHDrcRAXtUlnkvTYPW1a,0.55,0.779,0.0,-3.841,1.0,0.211,0.0135,0.0,0.333,0.315,150.069,230281.0,4.0
7648,indestructible,disturbed,0,42ZVk59gT4tMlrZmd8Ijxf,0.429,0.966,8.0,-4.605,1.0,0.0733,0.000209,0.124,0.371,0.525,179.956,278027.0,4.0
7649,black and yellow,wiz khalifa,0,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2.0,-4.524,0.0,0.0675,0.0646,0.0,0.271,0.538,164.02,217667.0,4.0
7650,sandstorm - radio edit,darude,0,24CXuh2WNpgeSYUOvz14jk,0.539,0.98,11.0,-8.18,0.0,0.0469,0.169,0.982,0.084,0.522,136.087,225373.0,4.0
7651,riot maker,tech n9ne,0,6nU5YHmm88HuVfpegW74p7,0.694,0.663,2.0,-3.444,1.0,0.351,0.0695,0.0,0.566,0.624,161.899,331480.0,4.0
7653,blow me away - soundtrack version,breaking benjamin,0,5JBH2osD5Y5AneMKPOfY1s,0.539,0.96,5.0,-3.484,1.0,0.0535,0.00064,0.000899,0.113,0.471,99.134,205680.0,4.0
7654,na na hey hey kiss him goodbye,steam,0,1mrSHPNTDdMkXpR4BiSiD7,0.637,0.916,7.0,-6.95,1.0,0.0458,0.0139,2.27e-05,0.21,0.506,114.987,247173.0,4.0
7656,wild boy,machine gun kelly,0,5jcMhhJ0gXhtruaFIBbL3t,0.801,0.682,10.0,-4.676,0.0,0.0498,0.0292,0.0,0.226,0.484,140.061,231373.0,4.0
7660,ain't my fault - r3hab remix,zara larsson,0,3YPlsrk0Voe8AOa1jyN891,0.67,0.847,9.0,-3.723,1.0,0.043,0.0156,0.0,0.22,0.613,150.109,158773.0,4.0
7662,1983,neon trees,0,4DJLcyfnyEGlUejAEAX4az,0.463,0.981,10.0,-3.922,1.0,0.18,7.37e-05,0.0,0.102,0.703,153.048,222560.0,4.0
7663,going on,gnarls barkley,0,6N7YkCy1oSMRsaZSoz5VlS,0.428,0.911,1.0,-4.743,1.0,0.0554,0.00245,0.0,0.332,0.467,150.038,174040.0,4.0
7665,i choose you,sara bareilles,0,7jJH8F3PHlNvxfqEAAfFDl,0.731,0.572,6.0,-7.889,0.0,0.0445,0.105,0.00012,0.133,0.947,154.038,218573.0,4.0
7667,she moves in her own way,the kooks,0,2SGBEDwsOAOAHrrdAd304i,0.431,0.81,7.0,-5.379,1.0,0.066,0.276,0.0,0.0906,0.795,76.412,169307.0,4.0
7668,the way we get by,spoon,0,3PV0OEKHmr6hVJp4QOMtyW,0.723,0.667,9.0,-5.793,0.0,0.0313,0.341,6.05e-06,0.135,0.618,75.029,160093.0,4.0
7669,take your mama,scissor sisters,0,0LAfANg75hYiV1IAEP3vY6,0.756,0.957,8.0,-4.617,1.0,0.106,0.209,2.4e-05,0.0624,0.933,153.951,271907.0,4.0
7670,nothing,the script,0,57qiTKh8bVX0VtfUNTQqhw,0.599,0.635,1.0,-8.101,1.0,0.0679,0.064,0.0,0.0878,0.194,109.919,198653.0,4.0
7671,heavy crown,iggy azalea,0,1FO03aL21QcvllpoCMN4kM,0.686,0.592,9.0,-4.781,1.0,0.0555,0.224,0.0,0.108,0.269,76.708,232602.0,4.0
7672,man down,rihanna,0,454h9zAIuTe1eJyw9iTnj4,0.479,0.906,0.0,-4.03,0.0,0.188,0.0406,0.0,0.051,0.536,155.887,266987.0,4.0
7674,run,delta rae,0,1G2y3ckwnDX4IOiemPOXEW,0.492,0.872,2.0,-5.994,1.0,0.0557,0.178,0.00264,0.0743,0.491,160.315,178160.0,3.0
7675,lemme see,usher,0,4MevEW6tsWrpmzPKaqK0Uw,0.656,0.725,1.0,-4.067,1.0,0.0596,0.0262,0.0,0.0712,0.403,153.873,252827.0,4.0
7676,living in america,the sounds,0,4lYrsZ7ivskKOFIsW6DGQi,0.569,0.87,11.0,-3.361,1.0,0.0349,0.0069,7.4e-06,0.0884,0.736,148.08,206280.0,4.0
7677,keep your head,the ting tings,0,6APvYFrljsi8LvxSX0XYjN,0.677,0.985,9.0,-2.017,1.0,0.0438,0.008,0.00891,0.0963,0.96,154.015,202320.0,4.0
7678,holding out for a hero,bonnie tyler,0,7L2eFj0KFJDmHTPMUL4ZxR,0.612,0.675,9.0,-15.995,0.0,0.0398,0.0234,1e-05,0.0471,0.883,150.058,348333.0,4.0
7679,right there,ariana grande,0,3yiopxxeHuwcpAg4e57Zjt,0.621,0.834,7.0,-3.166,1.0,0.105,0.127,0.0,0.0854,0.561,156.095,247080.0,4.0
7680,"i melt with you (7"" mix)",modern english,0,24y09nBEJNRP46uA0FRQQ2,0.467,0.641,0.0,-12.203,1.0,0.0448,0.000388,8.47e-05,0.0594,0.587,156.134,230067.0,4.0
